".Lafayette-West Lafayette, IN Metro Area","1,030",481,"2,342","1,861",501,659,-158,993,605,"2,949","2,344",331,696,-365
".Lake Charles, LA Metro Area","-11,673",362,"2,897","2,535","-11,824",90,"-11,914","-12,040",433,"3,610","3,177","-12,266",92,"-12,358"
".Lake Havasu City-Kingman, AZ Metro Area","3,622","-2,350","1,671","4,021","6,045",-27,"6,072","4,425","-2,974","2,077","5,051","7,504",-34,"7,538"
".Lakeland-Winter Haven, FL Metro Area","24,287",-876,"8,086","8,962","25,517",578,"24,939","28,474","-1,289","9,964","11,253","30,129",647,"29,482"
".Lancaster, PA Metro Area","1,055",536,"6,685","6,149",408,322,86,668,473,"8,207","7,734",103,333,-230
".Lansing-East Lansing, MI Metro Area",-456,-293,"5,367","5,660",-260,375,-635,"-1,016",-300,"6,764","7,064",-812,384,"-1,196"
".Laredo, TX Metro Area",711,"2,769","4,482","1,713","-2,086",155,"-2,241",831,"3,382","5,540","2,158","-2,607",197,"-2,804"
".Las Cruces, NM Metro Area","1,609",331,"2,506","2,175","1,241",184,"1,057","1,947",358,"3,105","2,747","1,552",201,"1,351"
".Las Vegas-Henderson-Paradise, NV Metro Area","19,090","3,325","25,488","22,163","15,395","2,036","13,359","27,015","3,944","31,589","27,645","22,616","2,171","20,445"
".Lawrence, KS Metro Area",549,155,"1,009",854,363,83,280,578,259,"1,303","1,044",282,83,199
".Lawton, OK Metro Area",871,274,"1,676","1,402",578,17,561,891,421,"2,136","1,715",446,35,411
".Lebanon, PA Metro Area",251,-313,"1,530","1,843",538,118,420,236,-373,"1,913","2,286",591,122,469
".Lewiston, ID-WA Metro Area",473,-188,661,849,660,3,657,476,-280,821,"1,101",759,3,756
".Lewiston-Auburn, ME Metro Area",-5,-290,"1,094","1,384",270,87,183,-105,-385,"1,364","1,749",268,88,180
".Lexington-Fayette, KY Metro Area",818,713,"5,721","5,008",43,244,-201,"1,035",800,"7,183","6,383",164,256,-92
".Lima, OH Metro Area",-389,-195,"1,166","1,361",-212,8,-220,-536,-211,"1,464","1,675",-341,8,-349
".Lincoln, NE Metro Area","1,602",969,"3,726","2,757",556,182,374,"1,900","1,210","4,716","3,506",609,186,423
".Little Rock-North Little Rock-Conway, AR Metro Area","2,502",270,"8,865","8,595","2,161",207,"1,954","2,905",281,"11,044","10,763","2,550",217,"2,333"
".Logan, UT-ID Metro Area","4,287","1,458","2,212",754,"2,846",68,"2,778","4,735","1,827","2,778",951,"2,911",70,"2,841"
".Longview, TX Metro Area","1,715",-113,"3,418","3,531","1,810",33,"1,777","1,684",-191,"4,219","4,410","1,857",32,"1,825"
".Longview, WA Metro Area",600,-202,"1,186","1,388",792,22,770,794,-250,"1,518","1,768","1,038",24,"1,014"
".Los Angeles-Long Beach-Anaheim, CA Metro Area","-175,913","24,605","132,063","107,458","-199,539","5,237","-204,776","-203,645","29,743","163,963","134,220","-232,818","4,708","-237,526"
"..Anaheim-Santa Ana-Irvine, CA Metro Division","-16,292","7,239","32,347","25,108","-23,805","1,214","-25,019","-19,180","8,982","40,070","31,088","-28,481","1,128","-29,609"
"..Los Angeles-Long Beach-Glendale, CA Metro Division","-159,621","17,366","99,716","82,350","-175,734","4,023","-179,757","-184,465","20,761","123,893","103,132","-204,337","3,580","-207,917"
".Louisville/Jefferson County, KY-IN Metro Area",-492,-869,"14,387","15,256",260,618,-358,-873,"-1,365","17,873","19,238",386,645,-259
".Lubbock, TX Metro Area","3,122",798,"4,090","3,292","2,273",182,"2,091","3,877",985,"5,100","4,115","2,823",181,"2,642"
".Lynchburg, VA Metro Area",850,-626,"2,674","3,300","1,460",173,"1,287",665,-819,"3,306","4,125","1,482",177,"1,305"
".Macon-Bibb County, GA Metro Area",291,-516,"2,596","3,112",786,64,722,81,-708,"3,213","3,921",774,64,710
".Madera, CA Metro Area","2,790",767,"2,069","1,302","2,033",-94,"2,127","3,155",965,"2,603","1,638","2,196",-96,"2,292"
".Madison, WI Metro Area","1,699","1,168","6,628","5,460",385,684,-299,"2,387","1,568","8,430","6,862",664,718,-54
".Manchester-Nashua, NH Metro Area","1,374",-335,"3,990","4,325","1,625",666,959,"1,142",-436,"4,968","5,404","1,500",713,787
".Manhattan, KS Metro Area",-203,"1,055","1,941",886,"-1,243",63,"-1,306",-114,"1,316","2,442","1,126","-1,422",62,"-1,484"
".Mankato, MN Metro Area",-51,208,"1,016",808,-274,79,-353,46,269,"1,301","1,032",-240,79,-319
".Mansfield, OH Metro Area",355,-362,"1,358","1,720",705,13,692,259,-472,"1,672","2,144",727,12,715
".McAllen-Edinburg-Mission, TX Metro Area","8,152","7,339","13,191","5,852",569,15,554,"9,575","9,103","16,405","7,302",164,-65,229
".Medford, OR Metro Area",340,-817,"2,086","2,903","1,145",-17,"1,162",475,"-1,020","2,616","3,636","1,502",-16,"1,518"
".Memphis, TN-MS-AR Metro Area","-1,208","1,432","16,824","15,392","-2,772",269,"-3,041","-1,676","1,520","20,970","19,450","-3,364",279,"-3,643"
".Merced, CA Metro Area","4,735","1,513","3,737","2,224","3,220",-85,"3,305","5,259","1,901","4,713","2,812","3,339",-85,"3,424"
".Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","-34,694","-2,111","62,222","64,333","-32,541","22,764","-55,305","-46,586","-3,414","77,291","80,705","-42,960","24,029","-66,989"
"..Fort Lauderdale-Pompano Beach-Sunrise, FL Metro Division","-10,533","1,031","20,130","19,099","-11,655","5,550","-17,205","-13,392","1,006","25,061","24,055","-14,462","5,796","-20,258"
"..Miami-Miami Beach-Kendall, FL Metro Division","-29,682","1,240","27,851","26,611","-30,592","14,195","-44,787","-38,990","1,172","34,623","33,451","-39,861","14,937","-54,798"
"..West Palm Beach-Boca Raton-Boynton Beach, FL Metro Division","5,521","-4,382","14,241","18,623","9,706","3,019","6,687","5,796","-5,592","17,607","23,199","11,363","3,296","8,067"
".Michigan City-La Porte, IN Metro Area",168,-327,"1,137","1,464",479,23,456,-27,-425,"1,413","1,838",386,23,363
".Midland, MI Metro Area",-19,-45,855,900,13,30,-17,-37,-46,"1,061","1,107",0,30,-30
".Midland, TX Metro Area","-2,291","1,507","2,923","1,416","-3,763",150,"-3,913","-2,040","1,897","3,668","1,771","-3,920",150,"-4,070"
".Milwaukee-Waukesha, WI Metro Area","-7,111",721,"17,948","17,227","-7,842",938,"-8,780","-8,244",914,"22,559","21,645","-9,157","1,002","-10,159"
".Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","-1,909","10,783","41,501","30,718","-12,629","2,833","-15,462",251,"13,957","52,321","38,364","-13,701","2,997","-16,698"
".Missoula, MT Metro Area","1,295",-38,"1,032","1,070","1,325",105,"1,220","1,611",-33,"1,327","1,360","1,636",114,"1,522"
".Mobile, AL Metro Area","-1,326",-463,"5,232","5,695",-944,113,"-1,057","-1,977",-688,"6,509","7,197","-1,364",120,"-1,484"
".Modesto, CA Metro Area",289,"2,086","7,180","5,094","-1,920",-50,"-1,870",121,"2,495","8,935","6,440","-2,524",-62,"-2,462"
".Monroe, LA Metro Area","-1,673",-281,"2,446","2,727","-1,409",47,"-1,456","-2,220",-379,"3,046","3,425","-1,859",47,"-1,906"
".Monroe, MI Metro Area",478,-381,"1,453","1,834",846,15,831,465,-473,"1,817","2,290",934,15,919
".Montgomery, AL Metro Area",60,323,"4,727","4,404",-285,139,-424,-249,374,"5,857","5,483",-651,138,-789
".Morgantown, WV Metro Area",653,45,"1,347","1,302",579,213,366,707,114,"1,736","1,622",565,225,340
".Morristown, TN Metro Area","1,025",-758,"1,422","2,180","1,790",16,"1,774","1,146","-1,013","1,764","2,777","2,173",16,"2,157"
".Mount Vernon-Anacortes, WA Metro Area",844,-215,"1,340","1,555","1,052",131,921,"1,173",-213,"1,681","1,894","1,387",148,"1,239"
".Muncie, IN Metro Area",202,-499,"1,003","1,502",689,35,654,-32,-677,"1,258","1,935",636,33,603
".Muskegon, MI Metro Area",694,-306,"1,874","2,180",980,24,956,687,-338,"2,338","2,676","1,009",24,985
".Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","18,212","-3,421","3,975","7,396","21,921",170,"21,751","22,072","-4,067","4,957","9,024","26,465",170,"26,295"
".Napa, CA Metro Area","-1,401",-185,"1,214","1,399","-1,222",-26,"-1,196","-1,812",-203,"1,503","1,706","-1,610",-28,"-1,582"
".Naples-Marco Island, FL Metro Area","8,901","-1,725","3,036","4,761","10,724",708,"10,016","10,228","-1,982","3,813","5,795","12,384",787,"11,597"
".Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","17,133","4,296","23,478","19,182","13,234",906,"12,328","22,957","5,256","29,243","23,987","18,021",937,"17,084"
".New Bern, NC Metro Area",285,-222,"1,413","1,635",505,-6,511,105,-249,"1,781","2,030",359,0,359
".New Haven-Milford, CT Metro Area",202,"-1,536","7,980","9,516","1,569",950,619,"-1,135","-1,965","9,991","11,956",677,"1,042",-365
".New Orleans-Metairie, LA Metro Area","-8,640",96,"14,626","14,530","-8,583","1,241","-9,824","-10,119",82,"18,140","18,058","-10,033","1,299","-11,332"
".New York-Newark-Jersey City, NY-NJ-PA Metro Area","-327,955","38,347","215,362","177,015","-361,774","23,681","-385,455","-372,012","50,686","270,043","219,357","-418,337","24,842","-443,179"
"..Nassau County-Suffolk County, NY Metro Division",-826,-803,"27,799","28,602",-510,"1,274","-1,784","-4,443",-872,"34,811","35,683","-4,011","1,391","-5,402"
"..Newark, NJ-PA Metro Division","-3,463","1,467","22,674","21,207","-5,034","2,904","-7,938","-6,630","2,125","28,501","26,376","-8,890","3,129","-12,019"
"..New Brunswick-Lakewood, NJ Metro Division","11,897",120,"25,749","25,629","11,547","1,708","9,839","11,439",482,"32,303","31,821","10,778","1,838","8,940"
"..New York-Jersey City-White Plains, NY-NJ Metro Division","-335,563","37,563","139,140","101,577","-367,777","17,795","-385,572","-372,378","48,951","174,428","125,477","-416,214","18,484","-434,698"
".Niles, MI Metro Area",-994,-463,"1,564","2,027",-546,64,-610,"-1,215",-595,"1,941","2,536",-626,64,-690
".North Port-Sarasota-Bradenton, FL Metro Area","22,653","-6,643","6,144","12,787","29,691",505,"29,186","26,044","-8,271","7,607","15,878","34,865",538,"34,327"
".Norwich-New London, CT Metro Area",557,-613,"2,325","2,938","1,129",208,921,250,-699,"2,948","3,647",920,219,701
".Ocala, FL Metro Area","8,545","-2,750","3,442","6,192","11,440",109,"11,331","10,007","-3,624","4,237","7,861","13,826",107,"13,719"
".Ocean City, NJ Metro Area",584,-681,749,"1,430","1,272",5,"1,267",398,-812,945,"1,757","1,232",7,"1,225"
".Odessa, TX Metro Area","-4,376","1,592","3,059","1,467","-5,878",134,"-6,012","-4,080","1,974","3,809","1,835","-5,980",137,"-6,117"
".Ogden-Clearfield, UT Metro Area","10,076","4,312","9,207","4,895","5,681",54,"5,627","11,833","5,416","11,598","6,182","6,284",49,"6,235"
".Oklahoma City, OK Metro Area","12,938","2,112","17,025","14,913","10,731",507,"10,224","15,952","2,587","21,238","18,651","13,229",546,"12,683"
".Olympia-Lacey-Tumwater, WA Metro Area","2,248",86,"2,904","2,818","2,129",65,"2,064","3,184",115,"3,662","3,547","3,041",65,"2,976"
".Omaha-Council Bluffs, NE-IA Metro Area","3,144","3,265","12,052","8,787",-239,492,-731,"4,033","4,144","15,155","11,011",-250,508,-758
".Orlando-Kissimmee-Sanford, FL Metro Area","14,238","4,477","28,048","23,571","9,939","5,920","4,019","18,549","5,443","34,807","29,364","13,241","6,521","6,720"
".Oshkosh-Neenah, WI Metro Area",-23,-139,"1,662","1,801",79,73,6,-107,-177,"2,134","2,311",35,71,-36
".Owensboro, KY Metro Area",-270,-94,"1,392","1,486",-199,33,-232,-332,-186,"1,706","1,892",-165,33,-198
".Oxnard-Thousand Oaks-Ventura, CA Metro Area","-3,137","1,202","8,380","7,178","-4,454",-176,"-4,278","-4,059","1,516","10,447","8,931","-5,692",-218,"-5,474"
".Palm Bay-Melbourne-Titusville, FL Metro Area","8,621","-3,721","4,938","8,659","12,470",205,"12,265","10,016","-4,755","6,156","10,911","14,952",210,"14,742"
".Panama City, FL Metro Area","4,707",-330,"1,908","2,238","5,105",104,"5,001","3,952",-410,"2,353","2,763","4,434",102,"4,332"
".Parkersburg-Vienna, WV Metro Area",-492,-462,867,"1,329",-46,8,-54,-803,-637,"1,074","1,711",-176,8,-184
".Pensacola-Ferry Pass-Brent, FL Metro Area","4,831",-738,"5,545","6,283","5,577",94,"5,483","6,483",-945,"6,925","7,870","7,431",112,"7,319"
".Peoria, IL Metro Area","-2,936",-671,"4,353","5,024","-2,295",122,"-2,417","-4,167",-859,"5,473","6,332","-3,332",122,"-3,454"
".Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","-13,382","-3,185","64,631","67,816","-10,623","4,140","-14,763","-16,450","-3,768","80,582","84,350","-13,023","4,448","-17,471"
"..Camden, NJ Metro Division","4,844",-711,"12,757","13,468","5,383",516,"4,867","4,878",-834,"15,875","16,709","5,559",532,"5,027"
"..Montgomery County-Bucks County-Chester County, PA Metro Division","7,725","-3,203","18,669","21,872","10,706",781,"9,925","7,821","-3,924","23,360","27,284","11,600",822,"10,778"
"..Philadelphia, PA Metro Division","-27,293","1,111","25,519","24,408","-28,284","2,402","-30,686","-30,527","1,461","31,823","30,362","-31,889","2,624","-34,513"
"..Wilmington, DE-MD-NJ Metro Division","1,342",-382,"7,686","8,068","1,572",441,"1,131","1,378",-471,"9,524","9,995","1,707",470,"1,237"
".Phoenix-Mesa-Chandler, AZ Metro Area","78,220","8,142","53,798","45,656","70,097","3,247","66,850","100,313","9,716","66,390","56,674","90,467","3,273","87,194"
".Pine Bluff, AR Metro Area",-822,-281,920,"1,201",-541,41,-582,"-1,339",-387,"1,130","1,517",-950,41,-991
".Pittsburgh, PA Metro Area","-13,755","-10,838","21,866","32,704","-3,128",865,"-3,993","-17,392","-13,424","27,480","40,904","-4,019",919,"-4,938"
".Pittsfield, MA Metro Area",-101,-798,865,"1,663",684,68,616,-369,-970,"1,116","2,086",603,68,535
".Pocatello, ID Metro Area","1,157",225,"1,163",938,927,20,907,"1,317",255,"1,450","1,195","1,055",22,"1,033"
".Portland-South Portland, ME Metro Area","4,804","-1,642","4,707","6,349","6,436",558,"5,878","5,153","-2,042","5,920","7,962","7,213",588,"6,625"
".Portland-Vancouver-Hillsboro, OR-WA Metro Area","-4,618","1,560","24,116","22,556","-6,314","1,127","-7,441","-1,247","2,272","30,461","28,189","-3,676","1,198","-4,874"
".Port St. Lucie, FL Metro Area","13,717","-2,698","4,232","6,930","16,645",297,"16,348","15,864","-3,303","5,256","8,559","19,452",309,"19,143"
".Poughkeepsie-Newburgh-Middletown, NY Metro Area","4,573","1,025","7,558","6,533","3,476",245,"3,231","4,416","1,409","9,524","8,115","2,930",251,"2,679"
".Prescott Valley-Prescott, AZ Metro Area","5,186","-1,989","1,740","3,729","7,268",-19,"7,287","6,044","-2,518","2,128","4,646","8,700",-17,"8,717"
".Providence-Warwick, RI-MA Metro Area",373,"-3,354","15,127","18,481","3,504","1,077","2,427",-805,"-4,200","19,001","23,201","3,218","1,133","2,085"
".Provo-Orem, UT Metro Area","22,174","8,332","11,558","3,226","13,912",284,"13,628","25,956","10,519","14,631","4,112","15,420",276,"15,144"
".Pueblo, CO Metro Area","1,155",-560,"1,723","2,283","1,712",13,"1,699","1,460",-719,"2,154","2,873","2,182",13,"2,169"
".Punta Gorda, FL Metro Area","6,883","-2,498","1,002","3,500","9,526",120,"9,406","7,996","-3,070","1,261","4,331","11,260",126,"11,134"
".Racine, WI Metro Area",-544,-56,"2,175","2,231",-523,48,-571,-831,-133,"2,686","2,819",-731,47,-778
".Raleigh-Cary, NC Metro Area","28,186","4,943","15,478","10,535","23,279","1,536","21,743","34,429","6,189","19,299","13,110","28,184","1,644","26,540"
".Rapid City, SD Metro Area","2,651",196,"1,665","1,469","2,469",90,"2,379","2,905",221,"2,079","1,858","2,700",92,"2,608"
".Reading, PA Metro Area",648,-308,"4,484","4,792",876,389,487,493,-361,"5,619","5,980",785,428,357
".Redding, CA Metro Area",246,-654,"1,826","2,480",887,53,834,-16,-822,"2,291","3,113",806,54,752
".Reno, NV Metro Area","6,041",45,"5,047","5,002","5,988",147,"5,841","6,939",38,"6,277","6,239","6,892",150,"6,742"
".Richmond, VA Metro Area","8,328",201,"14,014","13,813","8,122","1,334","6,788","9,628",218,"17,499","17,281","9,408","1,397","8,011"
".Riverside-San Bernardino-Ontario, CA Metro Area","47,601","13,180","54,288","41,108","33,986",-873,"34,859","53,266","15,568","67,389","51,821","37,100",-957,"38,057"
".Roanoke, VA Metro Area",-561,"-1,186","3,068","4,254",622,202,420,-755,"-1,470","3,833","5,303",737,209,528
".Rochester, MN Metro Area",636,631,"2,644","2,013",-31,229,-260,822,849,"3,318","2,469",-62,231,-293
".Rochester, NY Metro Area","-3,803","-1,606","10,515","12,121","-2,355",583,"-2,938","-5,162","-1,867","13,308","15,175","-3,416",620,"-4,036"
".Rockford, IL Metro Area","-1,906",-121,"3,786","3,907","-1,828",105,"-1,933","-2,520",-116,"4,795","4,911","-2,445",104,"-2,549"
".Rocky Mount, NC Metro Area",-189,-412,"1,591","2,003",202,22,180,-335,-612,"1,958","2,570",261,21,240
".Rome, GA Metro Area",178,-273,"1,076","1,349",432,86,346,187,-345,"1,324","1,669",515,90,425
".Sacramento-Roseville-Folsom, CA Metro Area","12,077","3,426","25,248","21,822","8,325","1,362","6,963","14,046","4,531","31,542","27,011","9,195","1,484","7,711"
".Saginaw, MI Metro Area",-240,-524,"2,021","2,545",258,31,227,-533,-672,"2,523","3,195",122,30,92
".St. Cloud, MN Metro Area",719,649,"2,443","1,794",32,318,-286,735,817,"3,092","2,275",-123,326,-449
".St. George, UT Metro Area","9,302",237,"2,138","1,901","9,204",-1,"9,205","10,947",318,"2,660","2,342","10,772",-2,"10,774"
".St. Joseph, MO-KS Metro Area",-757,-138,"1,417","1,555",-625,45,-670,"-1,043",-199,"1,773","1,972",-846,46,-892
".St. Louis, MO-IL Metro Area","-8,968","-3,334","30,080","33,414","-5,840","1,437","-7,277","-10,954","-4,082","37,714","41,796","-7,038","1,505","-8,543"
".Salem, OR Metro Area","2,218",387,"4,772","4,385","1,771",10,"1,761","2,930",482,"5,992","5,510","2,387",14,"2,373"
".Salinas, CA Metro Area","-1,175","2,467","5,595","3,128","-3,683",-120,"-3,563","-1,710","3,133","7,031","3,898","-4,901",-166,"-4,735"
".Salisbury, MD-DE Metro Area","9,826","-1,803","4,175","5,978","11,748",248,"11,500","11,177","-2,206","5,136","7,342","13,537",250,"13,287"
".Salt Lake City, UT Metro Area","3,544","7,364","16,145","8,781","-3,923",706,"-4,629","5,125","9,270","20,242","10,972","-4,323",760,"-5,083"
".San Angelo, TX Metro Area",-666,223,"1,521","1,298",-890,-4,-886,-544,291,"1,913","1,622",-836,4,-840
".San Antonio-New Braunfels, TX Metro Area","35,105","8,298","30,857","22,559","26,622",962,"25,660","43,645","10,213","38,355","28,142","33,118","1,036","32,082"
".San Diego-Chula Vista-Carlsbad, CA Metro Area","-11,183","10,644","37,107","26,463","-22,149",718,"-22,867","-12,565","13,614","46,391","32,777","-26,554",606,"-27,160"
".San Francisco-Oakland-Berkeley, CA Metro Area","-116,385","9,052","46,755","37,703","-123,885","4,985","-128,870","-125,744","12,373","58,634","46,261","-136,602","5,263","-141,865"
"..Oakland-Berkeley-Livermore, CA Metro Division","-35,437","6,440","28,949","22,509","-41,653","3,068","-44,721","-38,311","8,731","36,309","27,578","-46,862","3,212","-50,074"
"..San Francisco-San Mateo-Redwood City, CA Metro Division","-79,378","2,883","15,772","12,889","-80,906","1,753","-82,659","-85,318","3,930","19,759","15,829","-87,910","1,884","-89,794"
"..San Rafael, CA Metro Division","-1,570",-271,"2,034","2,305","-1,326",164,"-1,490","-2,115",-288,"2,566","2,854","-1,830",167,"-1,997"
".San Jose-Sunnyvale-Santa Clara, CA Metro Area","-42,920","7,204","20,609","13,405","-49,412","3,520","-52,932","-48,283","9,461","25,836","16,375","-57,128","3,567","-60,695"
".San Luis Obispo-Paso Robles, CA Metro Area",928,-314,"2,357","2,671","1,209",-24,"1,233",735,-375,"2,983","3,358","1,099",-24,"1,123"
".Santa Cruz-Watsonville, CA Metro Area","-2,561",32,"2,258","2,226","-2,602",-6,"-2,596","-3,069",157,"2,848","2,691","-3,230",-11,"-3,219"
".Santa Fe, NM Metro Area",224,-402,"1,140","1,542",626,100,526,378,-482,"1,411","1,893",879,104,775
".Santa Maria-Santa Barbara, CA Metro Area","-1,621","1,671","5,303","3,632","-3,327",91,"-3,418","-1,754","2,181","6,722","4,541","-3,973",98,"-4,071"
".Santa Rosa-Petaluma, CA Metro Area","-2,458",-643,"4,290","4,933","-1,880",8,"-1,888","-2,976",-647,"5,430","6,077","-2,361",-5,"-2,356"
".Savannah, GA Metro Area","4,955",845,"4,800","3,955","4,126",241,"3,885","5,210","1,061","5,957","4,896","4,162",246,"3,916"
".Scranton--Wilkes-Barre, PA Metro Area","1,176","-2,734","5,325","8,059","3,877",475,"3,402",191,"-3,517","6,647","10,164","3,710",483,"3,227"
".Seattle-Tacoma-Bellevue, WA Metro Area","-13,177","10,735","42,924","32,189","-24,169","7,320","-31,489","-7,209","13,877","54,021","40,144","-21,498","7,743","-29,241"
"..Seattle-Bellevue-Kent, WA Metro Division","-16,057","8,627","32,234","23,607","-24,757","6,870","-31,627","-11,787","11,110","40,547","29,437","-23,095","7,253","-30,348"
"..Tacoma-Lakewood, WA Metro Division","2,880","2,108","10,690","8,582",588,450,138,"4,578","2,767","13,474","10,707","1,597",490,"1,107"
".Sebastian-Vero Beach, FL Metro Area","3,317","-1,326","1,237","2,563","4,695",129,"4,566","3,874","-1,679","1,517","3,196","5,637",130,"5,507"
".Sebring-Avon Park, FL Metro Area","2,074","-1,096",784,"1,880","3,213",115,"3,098","2,061","-1,443",961,"2,404","3,573",125,"3,448"
".Sheboygan, WI Metro Area",-190,-195,"1,158","1,353",-17,26,-43,-287,-252,"1,450","1,702",-52,26,-78
".Sherman-Denison, TX Metro Area","3,322",-306,"1,500","1,806","3,669",14,"3,655","3,793",-330,"1,896","2,226","4,165",16,"4,149"
".Shreveport-Bossier City, LA Metro Area","-3,370",-189,"4,893","5,082","-3,180",118,"-3,298","-4,251",-187,"6,059","6,246","-4,063",115,"-4,178"
".Sierra Vista-Douglas, AZ Metro Area",652,-291,"1,291","1,582",932,57,875,603,-412,"1,574","1,986","1,016",64,952
".Sioux City, IA-NE-SD Metro Area",-478,429,"1,978","1,549",-923,156,"-1,079",-675,454,"2,486","2,032","-1,148",160,"-1,308"
".Sioux Falls, SD Metro Area","4,500","1,310","3,623","2,313","3,174",496,"2,678","5,228","1,597","4,589","2,992","3,605",522,"3,083"
".South Bend-Mishawaka, IN-MI Metro Area",-417,-110,"3,740","3,850",-363,242,-605,-806,-90,"4,716","4,806",-768,246,"-1,014"
".Spartanburg, SC Metro Area","6,500",-79,"3,878","3,957","6,632",122,"6,510","7,867",-111,"4,817","4,928","8,027",129,"7,898"
".Spokane-Spokane Valley, WA Metro Area","6,200",-527,"5,881","6,408","6,714",116,"6,598","7,682",-501,"7,518","8,019","8,174",115,"8,059"
".Springfield, IL Metro Area","-1,379",-504,"2,103","2,607",-906,87,-993,"-1,742",-584,"2,640","3,224","-1,184",85,"-1,269"
".Springfield, MA Metro Area","-2,655","-1,910","6,115","8,025",-850,639,"-1,489","-3,857","-2,407","7,623","10,030","-1,537",685,"-2,222"
".Springfield, MO Metro Area","5,355",-3,"5,442","5,445","5,349",159,"5,190","6,051",-48,"6,750","6,798","6,092",160,"5,932"
".Springfield, OH Metro Area",-86,-484,"1,548","2,032",376,33,343,-368,-679,"1,896","2,575",296,32,264
".State College, PA Metro Area",-402,-322,"1,006","1,328",-112,272,-384,-645,-320,"1,295","1,615",-360,282,-642
".Staunton, VA Metro Area",183,-524,"1,149","1,673",704,87,617,341,-643,"1,457","2,100",987,91,896
".Stockton, CA Metro Area","8,893","2,623","9,682","7,059","6,199",148,"6,051","10,177","3,279","12,218","8,939","6,798",146,"6,652"
".Sumter, SC Metro Area",-728,-187,"1,630","1,817",-548,32,-580,-918,-249,"2,051","2,300",-673,39,-712
".Syracuse, NY Metro Area","-2,613",-713,"6,551","7,264","-1,996",457,"-2,453","-3,776",-853,"8,249","9,102","-3,008",470,"-3,478"
".Tallahassee, FL Metro Area","1,230",80,"3,747","3,667","1,091",210,881,"1,478",50,"4,675","4,625","1,368",214,"1,154"
".Tampa-St. Petersburg-Clearwater, FL Metro Area","36,129","-9,291","30,692","39,983","45,625","3,536","42,089","44,239","-11,685","38,023","49,708","56,245","3,878","52,367"
".Terre Haute, IN Metro Area",126,-508,"1,928","2,436",603,77,526,-121,-609,"2,406","3,015",463,77,386
".Texarkana, TX-AR Metro Area",-159,-365,"1,651","2,016",180,2,178,-345,-468,"2,043","2,511",98,4,94
".The Villages, FL Metro Area","4,741","-2,253",434,"2,687","7,105",-8,"7,113","5,886","-2,789",549,"3,338","8,846",-11,"8,857"
".Toledo, OH Metro Area","-1,602","-1,075","7,062","8,137",-631,298,-929,"-2,387","-1,358","8,818","10,176","-1,122",305,"-1,427"
".Topeka, KS Metro Area",-77,-334,"2,560","2,894",215,39,176,-482,-422,"3,200","3,622",-92,39,-131
".Trenton-Princeton, NJ Metro Area",-861,256,"3,876","3,620","-1,186",634,"-1,820","-1,442",405,"4,831","4,426","-1,923",669,"-2,592"
".Tucson, AZ Metro Area","6,431","-2,523","9,925","12,448","8,857",756,"8,101","8,597","-3,048","12,339","15,387","11,592",835,"10,757"
".Tulsa, OK Metro Area","7,399",76,"12,126","12,050","7,207",450,"6,757","8,657",203,"15,097","14,894","8,336",463,"7,873"
".Tuscaloosa, AL Metro Area",-520,27,"2,958","2,931",-600,69,-669,-483,110,"3,690","3,580",-649,64,-713
".Twin Falls, ID Metro Area","2,404",268,"1,430","1,162","2,146",89,"2,057","2,622",299,"1,807","1,508","2,329",89,"2,240"
".Tyler, TX Metro Area","3,123",212,"2,801","2,589","2,910",24,"2,886","3,707",252,"3,483","3,231","3,455",24,"3,431"
".Urban Honolulu, HI Metro Area","-12,337","1,468","11,366","9,898","-13,686",652,"-14,338","-15,618","1,793","14,250","12,457","-17,266",675,"-17,941"
".Utica-Rome, NY Metro Area","-1,491",-761,"2,992","3,753",-766,147,-913,"-2,053","-1,003","3,706","4,709","-1,072",151,"-1,223"
".Valdosta, GA Metro Area",992,392,"1,935","1,543",573,39,534,"1,026",415,"2,365","1,950",578,42,536
".Vallejo, CA Metro Area","-1,558",800,"4,957","4,157","-2,422",73,"-2,495","-1,775","1,084","6,217","5,133","-2,921",79,"-3,000"
".Victoria, TX Metro Area",-114,183,"1,304","1,121",-305,17,-322,-204,184,"1,598","1,414",-396,17,-413
".Vineland-Bridgeton, NJ Metro Area",-221,29,"1,719","1,690",-284,20,-304,-525,73,"2,177","2,104",-636,29,-665
".Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","3,247","2,341","20,722","18,381",887,"1,208",-321,"3,654","3,039","25,919","22,880",578,"1,226",-648
".Visalia, CA Metro Area","3,318","2,694","6,584","3,890",510,-157,667,"3,937","3,360","8,226","4,866",434,-177,611
".Waco, TX Metro Area","2,444",441,"3,344","2,903","1,963",84,"1,879","2,881",543,"4,175","3,632","2,294",83,"2,211"
".Walla Walla, WA Metro Area",108,-124,576,700,222,55,167,98,-174,709,883,264,60,204
".Warner Robins, GA Metro Area","2,969",357,"2,255","1,898","2,617",24,"2,593","3,632",422,"2,810","2,388","3,208",26,"3,182"
